CODIGO;LOTE;INGRESO/EGRESO;CANTIDAD;TRANSPORTISTA;INDUSTRIAL/COMERCIAL
7861167279127;0025.2945;INGRESO;3;;COMERCIAL
7861167279127;0012.7480;INGRESO;2;;COMERCIAL
7861167279127;0038.7548;INGRESO;4;;COMERCIAL
7861028818014;4709.4576;INGRESO;1;;COMERCIAL
7861028818014;4777.4776;INGRESO;6;;COMERCIAL
7861028818014;5092.5091;INGRESO;4;;COMERCIAL
7861028818021;4709.4576;INGRESO;2;;COMERCIAL
7861028818021;4777.4776;INGRESO;2;;COMERCIAL
7861028818021;5092.5091;INGRESO;4;;COMERCIAL
7861028818038;4709.4576;INGRESO;2;;COMERCIAL
7861028818038;4792.4572;INGRESO;2;;COMERCIAL
7861028818038;5092.5091;INGRESO;2;;COMERCIAL
7861028818038;4774.4775;INGRESO;2;;COMERCIAL
7861028818038;4803.4725;INGRESO;2;;COMERCIAL
7861028819202;4709.4576;INGRESO;1;;COMERCIAL
7861028819202;4705.4354;INGRESO;1;;COMERCIAL
7861028819219;4705.4354;INGRESO;1;;COMERCIAL
7861028819226;4709.4576;INGRESO;2;;COMERCIAL
7861028819233;4709.4576;INGRESO;1;;COMERCIAL
7861028877509;4299.4569;INGRESO;1;;COMERCIAL
7861028875406;4800.4874;INGRESO;1;;COMERCIAL
7861028875406;4796.4732;INGRESO;1;;COMERCIAL
7861028875406;4794.4614;INGRESO;1;;COMERCIAL
7861028875406;4899.4900;INGRESO;1;;COMERCIAL
7861028875437;4798.4884;INGRESO;1;;COMERCIAL
7861028818601;0000.0000;INGRESO;2;;COMERCIAL
7861028875505;0000.0000;INGRESO;3;;COMERCIAL
7861028875512;0000.0000;INGRESO;5;;COMERCIAL
7861028875529;0000.0000;INGRESO;4;;COMERCIAL
7861028875536;0000.0000;INGRESO;4;;COMERCIAL
7861028875543;0000.0000;INGRESO;1;;COMERCIAL
7861028893202;0000.0000;INGRESO;2;;COMERCIAL
7861028893219;0000.0000;INGRESO;4;;COMERCIAL
7861028893226;0000.0000;INGRESO;4;;COMERCIAL
7861028893233;0000.0000;INGRESO;2;;COMERCIAL
7861028818120;4095.4661;INGRESO;2;;COMERCIAL
7861028818120;5088.5087;INGRESO;3;;COMERCIAL
7861028818137;4096.4806;INGRESO;1;;COMERCIAL
7861028818137;5088.5087;INGRESO;2;;COMERCIAL
7861028818144;4560.4521;INGRESO;1;;COMERCIAL
7861028818144;4095.4661;INGRESO;1;;COMERCIAL
7861028818144;5088.5087;INGRESO;1;;COMERCIAL
7861028819424;4651.4314;INGRESO;1;;COMERCIAL
7861028875604;0000.0000;INGRESO;2;;COMERCIAL
7861028818205;4790.4612;INGRESO;1;;COMERCIAL
7861028818212;4791.4725;INGRESO;2;;COMERCIAL
7861028818212;4790.4612;INGRESO;2;;COMERCIAL
7861028818212;5089.5090;INGRESO;2;;COMERCIAL
7861028818229;4791.4725;INGRESO;3;;COMERCIAL
7861028818229;4790.4612;INGRESO;2;;COMERCIAL
7861028818229;5089.5090;INGRESO;2;;COMERCIAL
7861028818236;4791.4725;INGRESO;1;;COMERCIAL
7861028818236;4790.4612;INGRESO;1;;COMERCIAL
7861028818236;5089.5090;INGRESO;1;;COMERCIAL
7861028819011;4739.4767;INGRESO;1;;COMERCIAL
7861028819028;4739.4767;INGRESO;4;;COMERCIAL
7861167201111;4979.4981;INGRESO;2;;COMERCIAL
7861167201111;4983.4984;INGRESO;4;;COMERCIAL
7861167201111;4973.4974;INGRESO;4;;COMERCIAL
7861167201111;4982.4697;INGRESO;1;;COMERCIAL
7861167201111;4975.4976;INGRESO;1;;COMERCIAL
7861167201111;5042.4696;INGRESO;1;;COMERCIAL
7861167201111;4977.5093;INGRESO;2;;COMERCIAL
7861167201128;4979.4981;INGRESO;4;;COMERCIAL
7861167201128;4983.4984;INGRESO;3;;COMERCIAL
7861167201128;4975.4976;INGRESO;6;;COMERCIAL
7861167201128;4982.4697;INGRESO;4;;COMERCIAL
7861167201128;5042.4696;INGRESO;4;;COMERCIAL
7861167201128;5046.5045;INGRESO;4;;COMERCIAL
7861167201128;5043.5050;INGRESO;4;;COMERCIAL
7861167201128;4977.5093;INGRESO;3;;COMERCIAL
7861167201135;4979.4981;INGRESO;2;;COMERCIAL
7861167201135;4983.4984;INGRESO;2;;COMERCIAL
7861167201135;4975.4976;INGRESO;2;;COMERCIAL
7861167201135;4982.4697;INGRESO;2;;COMERCIAL
7861167201135;4977.4978;INGRESO;2;;COMERCIAL
7861028893301;5215.5216;INGRESO;1;;COMERCIAL
7861028893301;5204.5205;INGRESO;2;;COMERCIAL
7861028893301;5202.5203;INGRESO;2;;COMERCIAL
7861028893318;5215.5216;INGRESO;2;;COMERCIAL
7861028893318;5204.5205;INGRESO;2;;COMERCIAL
7861028893318;5202.5203;INGRESO;2;;COMERCIAL
7861028893325;5215.5216;INGRESO;2;;COMERCIAL
7861028893325;5204.5205;INGRESO;2;;COMERCIAL
7861028893325;5202.5203;INGRESO;2;;COMERCIAL
7861028893332;5215.5216;INGRESO;2;;COMERCIAL
7861028893332;5202.5203;INGRESO;2;;COMERCIAL
7861028823803;3814.0000;INGRESO;1;;COMERCIAL
7861028823803;3813.0000;INGRESO;1;;COMERCIAL
7861028823803;3812.0000;INGRESO;1;;COMERCIAL
7861028823803;3811.0000;INGRESO;1;;COMERCIAL
7861028823803;3810.0000;INGRESO;1;;COMERCIAL
7861028823803;3809.0000;INGRESO;1;;COMERCIAL
7861028823803;3808.0000;INGRESO;1;;COMERCIAL
7861028823803;3807.0000;INGRESO;1;;COMERCIAL
7861028823803;4019.0000;INGRESO;1;;COMERCIAL
7861028823803;4022.0000;INGRESO;1;;COMERCIAL
7861028823803;4036.0000;INGRESO;1;;COMERCIAL
7861028823803;4017.0000;INGRESO;1;;COMERCIAL
7861028822912;2769.0000;INGRESO;1;;COMERCIAL
7861028822929;2769.0000;INGRESO;1;;COMERCIAL
7861028822936;2769.0000;INGRESO;1;;COMERCIAL
7861028822226;3015.0000;INGRESO;2;;COMERCIAL
7861028823728;3890.0000;INGRESO;1;;COMERCIAL
7861028863106;4677.0000;INGRESO;1;;COMERCIAL
7861028863106;4898.0000;INGRESO;1;;COMERCIAL
7861028863113;4898.0000;INGRESO;1;;COMERCIAL
7861028863113;4911.0000;INGRESO;1;;COMERCIAL
7861028863113;4909.0000;INGRESO;1;;COMERCIAL
7861028863120;4677.0000;INGRESO;1;;COMERCIAL
7861028863120;4795.0000;INGRESO;1;;COMERCIAL
7861028863120;4922.0000;INGRESO;1;;COMERCIAL
7861028863120;4909.0000;INGRESO;1;;COMERCIAL
7861028863137;4797.0000;INGRESO;1;;COMERCIAL
7861028863137;4795.0000;INGRESO;1;;COMERCIAL
7861028863137;4922.0000;INGRESO;2;;COMERCIAL
7861028863137;4909.0000;INGRESO;1;;COMERCIAL
7861028822103;2191.0000;INGRESO;2;;COMERCIAL
7861028822103;1198.0000;INGRESO;1;;COMERCIAL
7861028822103;3543.0000;INGRESO;1;;COMERCIAL
7861028822127;1198.0000;INGRESO;1;;COMERCIAL
7861028822127;2031.0000;INGRESO;1;;COMERCIAL
7861028822134;2537.0000;INGRESO;1;;COMERCIAL
7861028822134;1202.0000;INGRESO;1;;COMERCIAL
7861028822134;3454.0000;INGRESO;1;;COMERCIAL
7861028822134;1201.0000;INGRESO;1;;COMERCIAL
7861028822134;2190.0000;INGRESO;1;;COMERCIAL
7861028822134;2191.0000;INGRESO;1;;COMERCIAL
7861028822134;1194.0000;INGRESO;2;;COMERCIAL
7861028822134;3539.0000;INGRESO;1;;COMERCIAL
7861028861003;0000.0000;INGRESO;1;;COMERCIAL
7861028882909;0000.0000;INGRESO;12;;COMERCIAL
7861028812708;3623.0000;INGRESO;6;;COMERCIAL
7861028812708;3629.0000;INGRESO;1;;COMERCIAL
7861028812715;3630.0000;INGRESO;1;;COMERCIAL
7861028812722;3622.0000;INGRESO;6;;COMERCIAL
7861028811442;3068.0000;INGRESO;1;;COMERCIAL
7861028811442;3070.0000;INGRESO;3;;COMERCIAL
7861028811459;3109.0000;INGRESO;2;;COMERCIAL
7861028811466;3071.0000;INGRESO;3;;COMERCIAL
7861028811466;3081.0000;INGRESO;2;;COMERCIAL
7861028811466;3084.0000;INGRESO;6;;COMERCIAL
7861028811466;3088.0000;INGRESO;5;;COMERCIAL
7861028811466;3093.0000;INGRESO;4;;COMERCIAL
7861028811466;3094.0000;INGRESO;8;;COMERCIAL
7861028811466;3096.0000;INGRESO;1;;COMERCIAL
7861028811466;3098.0000;INGRESO;3;;COMERCIAL
7861028811466;3099.0000;INGRESO;6;;COMERCIAL
7861028811466;3100.0000;INGRESO;2;;COMERCIAL
7861028811466;3103.0000;INGRESO;1;;COMERCIAL
7861028811466;3106.0000;INGRESO;4;;COMERCIAL
7861028811466;3340.0000;INGRESO;1;;COMERCIAL
7861028811466;3362.0000;INGRESO;1;;COMERCIAL
7861028811466;3361.0000;INGRESO;4;;COMERCIAL
7861028811404;3129.0000;INGRESO;2;;COMERCIAL
7861028811411;3119.0000;INGRESO;1;;COMERCIAL
7861028811411;3121.0000;INGRESO;4;;COMERCIAL
7861028811411;3122.0000;INGRESO;3;;COMERCIAL
7861028811411;3123.0000;INGRESO;4;;COMERCIAL
7861028811411;3124.0000;INGRESO;2;;COMERCIAL
7861028811411;3125.0000;INGRESO;6;;COMERCIAL
7861028811411;3126.0000;INGRESO;3;;COMERCIAL
7861028811473;3359.0000;INGRESO;2;;COMERCIAL
7861028811473;3358.0000;INGRESO;1;;COMERCIAL
7861028811428;3120.0000;INGRESO;2;;COMERCIAL
7861028811428;3127.0000;INGRESO;1;;COMERCIAL
7861028813019;2926.0000;INGRESO;4;;COMERCIAL
7861028890010;4333.0000;INGRESO;1;;COMERCIAL
7861028890300;4157.0000;INGRESO;4;;COMERCIAL
7861028890317;4156.0000;INGRESO;2;;COMERCIAL
7861028849322;4182.0000;INGRESO;1;;COMERCIAL
7861028849803;3350.0000;INGRESO;7;;COMERCIAL
7861028849803;3351.0000;INGRESO;1;;COMERCIAL
7861028811213;2710.0000;INGRESO;7;;COMERCIAL
7861028811213;2711.3453;INGRESO;4;;COMERCIAL
7861028811213;2711.0000;INGRESO;22;;COMERCIAL
7861028811213;2710.1198;INGRESO;28;;COMERCIAL
7861028811237;1281.0000;INGRESO;6;;COMERCIAL
7861028811237;2352.0000;INGRESO;4;;COMERCIAL
7861028811244;2708.0000;INGRESO;4;;COMERCIAL
7861028811244;2709.0000;INGRESO;2;;COMERCIAL
7861028811251;2708.0000;INGRESO;17;;COMERCIAL
7861028811251;2710.1198;INGRESO;14;;COMERCIAL
7861028811251;2711.0000;INGRESO;4;;COMERCIAL
7861028811251;2710.0000;INGRESO;14;;COMERCIAL
7861028811268;2354.0000;INGRESO;2;;COMERCIAL
7861028811268;2708.0000;INGRESO;1;;COMERCIAL
7861028811268;2710.1198;INGRESO;8;;COMERCIAL
7861028878919;4032.0000;INGRESO;8;;COMERCIAL
7861028878919;4031.0000;INGRESO;8;;COMERCIAL
7861028878919;2490.0000;INGRESO;4;;COMERCIAL
7861028878926;4034.0000;INGRESO;4;;COMERCIAL
7861028878926;4032.0000;INGRESO;2;;COMERCIAL
7861028878902;4034.0000;INGRESO;4;;COMERCIAL
7861028878902;4032.0000;INGRESO;4;;COMERCIAL
7861028878902;4031.0000;INGRESO;1;;COMERCIAL
7861028878933;4032.0000;INGRESO;2;;COMERCIAL
7861028878933;4031.0000;INGRESO;4;;COMERCIAL
7861028878933;4593.0000;INGRESO;3;;COMERCIAL
7861028878933;2490.0000;INGRESO;1;;COMERCIAL
7861028813507;3978.0000;INGRESO;2;;COMERCIAL
7861028813521;3967.0000;INGRESO;4;;COMERCIAL
7861028813521;3978.0000;INGRESO;2;;COMERCIAL
7861028813521;3969.0000;INGRESO;2;;COMERCIAL
7861028813521;4303.0000;INGRESO;2;;COMERCIAL
7861028813521;4302.0000;INGRESO;2;;COMERCIAL
7861028813538;3967.0000;INGRESO;4;;COMERCIAL
7861028813538;4310.0000;INGRESO;1;;COMERCIAL
7861028813538;4306.0000;INGRESO;4;;COMERCIAL
7861028813538;3969.0000;INGRESO;2;;COMERCIAL
7861028813538;4303.0000;INGRESO;2;;COMERCIAL
7861028813552;3964.0000;INGRESO;1;;COMERCIAL
7861028813552;3967.0000;INGRESO;2;;COMERCIAL
7861028813552;3977.0000;INGRESO;4;;COMERCIAL
7861028813552;4307.0000;INGRESO;4;;COMERCIAL
7861028813552;4306.0000;INGRESO;2;;COMERCIAL
7861028813552;4305.0000;INGRESO;2;;COMERCIAL
7861028813552;4309.0000;INGRESO;2;;COMERCIAL
7861028813552;3969.0000;INGRESO;2;;COMERCIAL
7861028813552;4303.0000;INGRESO;2;;COMERCIAL
7861028813552;4312.0000;INGRESO;1;;COMERCIAL
7861028813552;4302.0000;INGRESO;2;;COMERCIAL
7861028813569;3965.0000;INGRESO;2;;COMERCIAL
7861028813569;3967.0000;INGRESO;3;;COMERCIAL
7861028813569;3972.0000;INGRESO;2;;COMERCIAL
7861028813569;3977.0000;INGRESO;2;;COMERCIAL
7861028813569;3978.0000;INGRESO;2;;COMERCIAL
7861028813569;4305.0000;INGRESO;1;;COMERCIAL
7861028813569;4303.0000;INGRESO;2;;COMERCIAL
7861028813569;4302.0000;INGRESO;1;;COMERCIAL
7861028890102;4972.0000;INGRESO;13;;COMERCIAL
7861028890133;4972.0000;INGRESO;4;;COMERCIAL
7861028813712;4853.0000;INGRESO;2;;COMERCIAL
7861028813705;4852.0000;INGRESO;2;;COMERCIAL
7861028813804;3793.0000;INGRESO;1;;COMERCIAL
7861028817116;5131.0000;INGRESO;2;;COMERCIAL
7861028814214;3884.0000;INGRESO;1;;COMERCIAL
7861028814306;3637.0000;INGRESO;2;;COMERCIAL
7861028882008;4296.0000;INGRESO;3;;COMERCIAL
7861028888109;4794.0000;INGRESO;1;;COMERCIAL
7861028888116;4798.0000;INGRESO;7;;COMERCIAL
7861028888116;4796.0000;INGRESO;6;;COMERCIAL
7861028888116;4794.0000;INGRESO;8;;COMERCIAL
7861028888116;4800.0000;INGRESO;7;;COMERCIAL
7861028888116;4899.0000;INGRESO;5;;COMERCIAL
7861028882510;4081.0000;INGRESO;1;;COMERCIAL
7861028882404;4080.0000;INGRESO;4;;COMERCIAL
7861028814528;3868.0000;INGRESO;1;;COMERCIAL
7861028844211;3892.0000;INGRESO;1;;COMERCIAL
7861028814610;2918.0000;INGRESO;3;;COMERCIAL
7861028813217;3872.0000;INGRESO;2;;COMERCIAL
7861028817307;5251.0000;INGRESO;2;;COMERCIAL
7861028817321;5251.0000;INGRESO;2;;COMERCIAL
7861028849407;4140.0000;INGRESO;2;;COMERCIAL
7861028849414;4142.0000;INGRESO;2;;COMERCIAL
7861028849605;4137.0000;INGRESO;6;;COMERCIAL
7861028849612;4139.0000;INGRESO;2;;COMERCIAL
7861028849506;4134.0000;INGRESO;4;;COMERCIAL
7861028849513;4135.0000;INGRESO;1;;COMERCIAL
7861028814924;3618.0000;INGRESO;4;;COMERCIAL
7861028812531;1958.0000;INGRESO;1;;COMERCIAL
7861028812531;1965.0000;INGRESO;1;;COMERCIAL
7861028812531;1966.0000;INGRESO;1;;COMERCIAL
7861028812555;1959.0000;INGRESO;2;;COMERCIAL
7861028812555;1968.0000;INGRESO;1;;COMERCIAL
7861028812555;1965.0000;INGRESO;2;;COMERCIAL
7861028815006;3790.0000;INGRESO;2;;COMERCIAL
7861028844600;2923.0000;INGRESO;3;;COMERCIAL
7861028815105;3598.0000;INGRESO;10;;COMERCIAL
7861028815112;3598.0000;INGRESO;1;;COMERCIAL
7861028815129;3600.0000;INGRESO;4;;COMERCIAL
7861028815204;3578.0000;INGRESO;10;;COMERCIAL
7861028882213;2077.3014;INGRESO;1;;COMERCIAL
7861028815372;3812.0000;INGRESO;6;;COMERCIAL
7861028815372;3813.0000;INGRESO;1;;COMERCIAL
7861028815334;2445.0000;INGRESO;1;;COMERCIAL
7861028815334;2449.0000;INGRESO;2;;COMERCIAL
7861028815334;2450.0000;INGRESO;4;;COMERCIAL
7861028815334;2455.0000;INGRESO;7;;COMERCIAL
7861028815334;2456.0000;INGRESO;1;;COMERCIAL
7861028815334;2457.0000;INGRESO;4;;COMERCIAL
7861028815334;2458.0000;INGRESO;5;;COMERCIAL
7861028815334;2459.0000;INGRESO;4;;COMERCIAL
7861028815334;2464.0000;INGRESO;2;;COMERCIAL
7861028815334;2465.0000;INGRESO;1;;COMERCIAL
7861028815334;2466.0000;INGRESO;2;;COMERCIAL
7861028815334;2467.0000;INGRESO;3;;COMERCIAL
7861028815334;2468.0000;INGRESO;8;;COMERCIAL
7861028815334;2469.0000;INGRESO;4;;COMERCIAL
7861028815334;2470.0000;INGRESO;1;;COMERCIAL
7861028815334;2471.0000;INGRESO;4;;COMERCIAL
7861028815334;2472.0000;INGRESO;6;;COMERCIAL
7861028815334;2473.0000;INGRESO;3;;COMERCIAL
7861028815334;2474.0000;INGRESO;10;;COMERCIAL
7861028815334;2475.0000;INGRESO;3;;COMERCIAL
7861028815334;2443.0000;INGRESO;1;;COMERCIAL
7861028815341;2443.0000;INGRESO;1;;COMERCIAL
7861028815341;2456.0000;INGRESO;3;;COMERCIAL
7861028815341;2462.0000;INGRESO;1;;COMERCIAL
7861028815341;2498.0000;INGRESO;1;;COMERCIAL
7861028815389;2443.0000;INGRESO;4;;COMERCIAL
7861028815389;2444.0000;INGRESO;5;;COMERCIAL
7861028815389;2456.0000;INGRESO;4;;COMERCIAL
7861028815389;2458.0000;INGRESO;4;;COMERCIAL
7861028815389;2473.0000;INGRESO;1;;COMERCIAL
7861028815389;2474.0000;INGRESO;1;;COMERCIAL
7861028815389;2475.0000;INGRESO;1;;COMERCIAL
7861028815389;2496.0000;INGRESO;2;;COMERCIAL
7861028815389;2497.0000;INGRESO;1;;COMERCIAL
7861028815389;2498.0000;INGRESO;5;;COMERCIAL
7861028815389;2509.0000;INGRESO;1;;COMERCIAL
7861028815389;3137.0000;INGRESO;1;;COMERCIAL
7861028815389;3808.0000;INGRESO;2;;COMERCIAL
7861028815389;3810.0000;INGRESO;3;;COMERCIAL
7861028815389;2974.0000;INGRESO;4;;COMERCIAL
7861028815358;2446.0000;INGRESO;2;;COMERCIAL
7861028815358;2456.0000;INGRESO;1;;COMERCIAL
7861028815358;2467.0000;INGRESO;2;;COMERCIAL
7861028815358;2471.0000;INGRESO;1;;COMERCIAL
7861028815358;2489.0000;INGRESO;1;;COMERCIAL
7861028815358;2465.0000;INGRESO;3;;COMERCIAL
7861028815358;2452.0000;INGRESO;1;;COMERCIAL
7861028815402;3513.0000;INGRESO;6;;COMERCIAL
7861028815402;3514.0000;INGRESO;1;;COMERCIAL
7861028815402;3516.0000;INGRESO;6;;COMERCIAL
7861028815402;3517.0000;INGRESO;5;;COMERCIAL
7861028815402;3518.0000;INGRESO;2;;COMERCIAL
7861028815402;3519.0000;INGRESO;1;;COMERCIAL
7861028815402;3524.0000;INGRESO;3;;COMERCIAL
7861028815426;3521.0000;INGRESO;1;;COMERCIAL
7861028815433;3513.0000;INGRESO;2;;COMERCIAL
7861028815433;3514.0000;INGRESO;1;;COMERCIAL
7861028815433;3515.0000;INGRESO;2;;COMERCIAL
7861028815433;3516.0000;INGRESO;2;;COMERCIAL
7861028815433;3519.0000;INGRESO;2;;COMERCIAL
7861028815433;3524.0000;INGRESO;2;;COMERCIAL
7861028812418;5151.0000;INGRESO;6;;COMERCIAL
7861028812418;5150.0000;INGRESO;4;;COMERCIAL
7861028812401;5151.0000;INGRESO;4;;COMERCIAL
7861028812401;5150.0000;INGRESO;2;;COMERCIAL
7861028878124;4436.0000;INGRESO;2;;COMERCIAL
7861028878124;4953.0000;INGRESO;1;;COMERCIAL
7861028878100;4432.0000;INGRESO;3;;COMERCIAL
7861028878100;4433.0000;INGRESO;2;;COMERCIAL
7861028878100;4435.0000;INGRESO;1;;COMERCIAL
7861028878100;4436.0000;INGRESO;2;;COMERCIAL
7861028878100;4953.0000;INGRESO;2;;COMERCIAL
7861028878100;4954.0000;INGRESO;2;;COMERCIAL
7861028878100;4955.0000;INGRESO;1;;COMERCIAL
7861028878131;4955.0000;INGRESO;2;;COMERCIAL
7861028815501;3474.0000;INGRESO;4;;COMERCIAL
7861028844723;3924.0000;INGRESO;6;;COMERCIAL
7861028878308;4326.0000;INGRESO;3;;COMERCIAL
7861028888604;4860.0000;INGRESO;1;;COMERCIAL
7861028888505;4859.0000;INGRESO;2;;COMERCIAL
7861028815617;3639.0000;INGRESO;1;;COMERCIAL
